review_text,label
Honestly it's 2018 who the everliving crap is buying this?,0
Good stuff on fitness and eating healthy. Too much crap about sex and how to either do it better or get more of it. Should just stick to fitness/well-being.,2
It's too expensive.  There is less content and more ads than ever before.  It seems there are even  less pages than before.,3
Delivered as advertised.  VERY Happy!!,4
I'm sorry but is not for me,0
Cheap Hat.,1
Spent to much time talking about how they changed themselves and how great the magazine is..... Reality really not that good. Cancelled subscription after 1st issue.,0
Good magazine but it took several months to get the first issue.  They actually sent me renewal notice before we got the first issue.,1
Our family is a huge fan of the National Geographic magazine.,4
My 14 year old daughter very disappointed. Lots of Sale Ads.,0
This is my favorite magazine.  It leads you to all sorts of weekend adventures or long vacations close enough to drive to.,4
"The amount of interesting articles declined. I'd like to see articles on car technology, automation, control, drones, robots, kids teaching technology tools, etc",0
I got this magazine as a gift and I have to say I don't like it much---it is full of ads and offers no interesting information what so ever.,1
Really disappointed in the current wonder woman comics. The artwork and writing are not up to par for one of the great superheroes of all time.,0
"The magazine is ok but the fact that the demo disc is excluded make this a waste, better off getting the subscriptiion direct and receiving the disc.",0
I am a little dissatisfied because I still have not received my product. Hopefully it will arrive soon!,0
NatGeo continues to be a truly wonderful magazine.,4
"Love the recipes, love everything inside. I'm a foodie and this magazine is a monthly food for my soul. :)",4
Excellent!!!,4
Sooo many ads so little articles,2
"This is a great, informative and interesting magazine.  It takes you all over the world and beyond.  Great price too.",4
"By far the top auto magazine of both US and UK crop!  Love the in depth coverage, the industry insights, and the exclusive first coverage.  Simply the best!",0
Many good ideas presented in articles.  Long time reader of over ten years will continue with the magazine in the future.,3
I did not want it renewed.  I want to cancel it.,0
Nothing to see here.  Try something else.,0
reading a magazine on the ipad or kindle is a little strange for me.  i'll keep trying it but I think I'd prefer the real magazine.,2
thought it was just a regualr travel magazine,0
LIKE IT....,3
Girl friend loves this mag,4
I got this for my husband to read on vacation.  Once we got used to the sizing of the pages it was good.,3
Cancel the subscription.,0
I love this daily mass and meditations ..... Starts the day off  right  with the Lord !!,4
A tad too fancy for me. Some good ideas in high budgets,3
"It's not that I hate it...on the contrary, I love this magazine...but I don't remember ordering it and never received any copies if I did",0
Love these!,4
Couldn't do without this magazine-- been reading for over 30 years!,4
Amazing magazine. Love love love the information and ads given.,4
"I enjoyed Cosmopolitan when I was younger, and I can definately see now that it is for younger women. The magazine is fine, just not age appropriate for me anymore.",2
"I recomend it, the articles were interesting, relevant and inspiring, I will continue with the suscription  as soon as posible",3
"Had a lot of delivery problems, I will not renew again",1
Many articles were surprising and interesting reads. My students could not put the magazine down.,2
"I love O, The Oprah Magazine.  Subscriber to hard copy for years. Trying the kindle version is a treat,",4
"should be renamed to average pop"" as that's all they seem to cover now.",0
Beautiful pictures and great tips. I love this magazine. Glad I can get it on Kindle!!,4
I love the convenience of digital magazine subscriptions!  I always receive the latest issue right away and I can read then wherever and whenever.,4
I wish that this had more information about actual psychological issues and studies. It's mostly just a lot of fluffy pop filler without a lot of interesting facts or stories.,1
"Synapse is disgusting- no refund, no magazines, do not waste your money.",4
Received 3 issues only sucked,0
Discover is one of m y favorite magazines and having it on Zinio so I can read it again is great.,4
OK magazine,2
Needs provememt,0
"Typical magazine with plenty of adds, I like it for the reviews on equipment.  Over all I like it, this is the 2-3 year of me having the subscription if that says anything",3
"Nice magazine, I didn't get my free clutch with it but Owell",2
"I really enjoy reading Readers Digest, always have since we grew up getting it in the mail. I will continue to own it in the future.",4
This magazine was ordered for my mother and she loves it!  It has lots of photos and stories she loves.  Well worth it!,4
My wife loves Fine Cooking!!  We've  subscribed to many others and Fine Cooking is the one we renew - Keep up the good reading!,3
"This is a wonderful magazine, I found it quite by accident, and was so glad to find it on Amazon at such a terrific price.",4
